id,name,host_id,host_name,host_since,host_is_superhost,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,is_business_travel_ready,calculated_host_listings_count,reviews_per_month,neighborhood
39009446,Sophisticated Stay on Sloat,298934155,Catherine,2019-09-30,f,Outer Sunset,94132,37.733959999999996,-122.49305,t,House,Entire home/apt,6,2.0,3.0,3.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",110.0,30,364,9,9,29,119,1,2020-01-25,2020-01-25,t,f,1,0.22,Sunset/Parkside
18474596,RSA Accommodations - San Francisco,85132,Sanford,2010-02-24,t,Chinatown,94108,37.7916,-122.40647,t,Boutique hotel,Private room,2,1.0,0.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private living room', 'Private entrance']",0.0,2,1125,30,60,90,365,1,2019-12-11,2019-12-11,f,f,15,0.17,Chinatown
20979534,NOPA private bedroom in a gorgeous Victorian Home,4276210,Varendra,2012-11-28,t,Western Addition/NOPA,94117,37.773179999999996,-122.44148,t,Condominium,Private room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Free street parking', 'Indoor fireplace', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",30.0,3,14,28,58,88,88,80,2017-10-02,2020-03-11,t,f,1,2.45,Western Addition
15769128,HERBERT Room with Private Bathroom,100390518,Herbert,2016-10-19,f,Union Square,94102,37.78521,-122.40723,t,Boutique hotel,Private room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron']",25.0,1,21,0,0,0,0,46,2016-11-12,2020-02-21,t,f,26,1.06,Tenderloin
41886688,Outer Mission Gem - Corporate Housing,262672056,Pete And Stefanny,2019-05-18,f,Excelsior,94112,37.72405,-122.43332,t,House,Entire home/apt,5,1.5,2.0,4.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'Children’s books and toys', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",150.0,30,1125,18,18,18,258,1,2020-05-21,2020-05-21,f,f,1,1.0,Excelsior
7842771,"Sunny, Russian Hill Flat",33688991,Holly,2015-05-18,t,Russian Hill,94109,37.79815,-122.42017,f,House,Entire home/apt,6,2.0,3.0,3.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed']",100.0,30,1125,29,59,84,84,10,2015-09-01,2017-11-25,f,f,2,0.17,Russian Hill
18851429,Modern Luxury Condo in Pacific Heights,131316530,Kim,2017-05-21,f,Pacific Heights,94123,37.79677,-122.42823999999999,t,Apartment,Entire home/apt,6,2.5,3.0,4.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Bathtub', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",300.0,30,90,28,58,88,268,35,2017-05-29,2019-01-11,t,f,1,0.95,Pacific Heights
31055670,End of Day,231980369,M.,2018-12-22,t,Noe Valley,94131,37.74342,-122.43547,t,Apartment,Private room,2,1.0,1.0,1.0,"['Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Bathtub', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Baking sheet', 'Barbecue utensils', 'Trash can']",25.0,4,16,25,47,47,47,53,2018-12-30,2020-03-18,f,f,1,3.02,Noe Valley
8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,21994,Aaron,2009-06-17,f,Cole Valley,94117,37.76555,-122.45213000000001,t,Apartment,Private room,2,4.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Private entrance', 'Hot water', 'Host greets you']",50.0,32,90,30,60,90,365,8,2014-09-08,2018-09-12,f,f,9,0.11,Castro/Upper Market
18778187,Nice apartment 3 blocks from Golden Gate Park,17013917,Taya,2014-06-19,t,Richmond District,94121,37.78013,-122.48655,t,Apartment,Entire home/apt,6,1.0,2.0,4.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Coffee maker', 'Dishes and silverware']",150.0,31,1125,22,52,82,357,5,2017-09-29,2019-09-14,t,f,1,0.15,Richmond District
3354004,1 Bedroom North Beach SF,12265488,Pete,2014-02-15,f,Nob Hill,94133,37.795770000000005,-122.41141,t,Apartment,Private room,2,1.0,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Heating', 'Smoke alarm', 'Essentials', 'Shampoo', 'Self check-in', 'Keypad', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven']",30.0,30,1125,30,60,90,365,35,2015-05-22,2019-06-29,t,f,1,0.57,Nob Hill
24600600,"Spacious, bright Dream Room.",64868395,Dakota,2016-03-29,t,Western Addition/NOPA,94117,37.77568,-122.43997,t,Apartment,Private room,2,1.0,1.0,1.0,"['Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Coffee maker', 'Dishes and silverware', 'Luggage dropoff allowed']",60.0,2,28,0,0,0,0,65,2018-07-04,2019-12-16,t,f,3,2.76,Western Addition
37594605,Private Room with Private Bath in perfect location,273600328,Ellis,2019-07-04,f,Civic Center,94102,37.778909999999996,-122.42161999999999,f,Apartment,Private room,2,1.0,1.0,2.0,"['Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Essentials', 'Shampoo', 'Hangers', 'Laptop-friendly workspace', 'Private entrance']",79.0,32,1125,29,59,89,364,1,2020-02-15,2020-02-15,t,f,21,0.26,Hayes Valley
25950417,Large Room Sleeps 3,145405692,Helen,2017-08-10,t,Lakeshore,94132,37.734390000000005,-122.47438999999999,t,House,Private room,3,1.5,1.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Outlet covers', 'Bathtub', 'High chair', 'Stair gates', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",35.0,1,8,14,36,63,63,20,2018-09-25,2020-02-16,f,f,6,0.96,Lakeshore
14651109,Newly Remodeled Home in SF Parkside District,90982770,Tony,2016-08-20,f,Parkside,94116,37.7459,-122.47287,t,House,Entire home/apt,8,2.0,3.0,4.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Microwave', 'Other']",150.0,1,1125,28,57,82,352,44,2016-09-19,2018-07-22,f,f,1,0.97,Sunset/Parkside
30822730,Elegant private room in trendy NOPA neighborhood !,16156154,Sylvie,2014-05-30,t,Western Addition/NOPA,94117,37.77362,-122.44548999999999,t,Condominium,Private room,2,1.5,1.0,2.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'EV charger', 'BBQ grill', 'Garden or backyard', 'Host greets you']",125.0,2,16,24,50,72,162,11,2019-04-10,2020-02-27,f,f,1,0.77,Western Addition
20505903,"Gorgeous Master Bedroom, U V Sterilization Cleaning",145873215,Tiffany,2017-08-13,t,SoMa,94107,37.78182,-122.398,t,Apartment,Private room,1,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'No stairs or steps to enter', 'Handheld shower head', 'Smart TV', 'Rain shower', 'Netflix', 'En suite bathroom', 'Walk-in shower', 'Bedroom comforts', 'Bathroom essentials']",65.0,5,29,21,51,60,60,84,2017-08-25,2020-02-20,f,f,1,2.47,South of Market
26334945,#T15 - Amazing Private Room in Startup House,141944806,Bed|N|Build #6,2017-07-23,f,Nob Hill,94109,37.7924,-122.41951999999999,t,House,Private room,1,5.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Paid parking on premises']",100.0,30,450,30,60,90,365,1,2020-04-05,2020-04-05,f,f,32,0.46,Nob Hill
18333674,Residential hotel near Union Square SF room#4,115849,Hiromi,2010-04-30,f,Downtown,94109,37.7877,-122.41211000000001,t,Aparthotel,Private room,1,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",30.0,32,1125,30,60,90,148,7,2018-02-28,2020-03-23,f,f,11,0.25,South of Market
35194508,“S.F. Retreat”,229168410,Elliott,2018-12-05,t,Mission Terrace,94112,37.72846,-122.44293,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Shower gel', 'Trash can']",300.0,3,42,30,60,90,180,7,2019-06-15,2020-05-27,f,f,1,0.58,Outer Mission
22469468,Cozy Private Guest Suite w/ Full Bath & Deck in SF,10267172,Cédric & Jun,2013-11-26,t,Portola,94134,37.72189,-122.4037,t,Guest suite,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed']",50.0,2,30,26,53,78,164,147,2018-01-19,2020-05-31,t,f,4,5.06,Portola
18757990,NEW High-End Pacific Heights Private Suite,9956229,Aaron,2013-11-12,t,Pacific Heights,94115,37.78875,-122.44591000000001,t,Guest suite,Entire home/apt,3,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Private entrance', 'Outlet covers', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Wide entrance for guests', 'Well-lit path to entrance']",60.0,2,29,15,44,74,164,165,2017-06-24,2020-02-28,t,f,1,4.58,Pacific Heights
19753187,Dolores Park 3BR Sweet Spot in the Mission,12995524,Sara,2014-03-10,t,Mission District,94110,37.76043,-122.42528,t,Townhouse,Entire home/apt,5,1.0,3.0,3.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Bathtub', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Oven']",236.0,3,25,0,0,0,0,21,2017-08-14,2020-01-01,f,f,1,0.61,Mission
33254247,Noe Valley Modern II,3191096,Viona,2012-08-07,t,Noe Valley,94114,37.75327,-122.43276999999999,t,House,Private room,2,1.5,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",100.0,14,180,0,0,0,0,9,2019-05-10,2019-09-22,f,f,4,0.68,Noe Valley
40739184,"Beautiful, Spacious 2BR Entire Apt In The Mission",3119013,Mark,2012-07-31,f,Mission District,94110,37.74925,-122.41031000000001,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,"['TV', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Dishes and silverware', 'Cooking basics', 'Garden or backyard']",75.0,4,181,30,60,90,365,5,2020-01-11,2020-02-29,f,f,1,1.0,Mission
15256248,Completely renovated room w/private bath,7433098,Aljosha,2013-07-11,f,The Castro,94114,37.761959999999995,-122.43323000000001,t,Apartment,Private room,1,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",50.0,30,150,0,0,0,158,10,2017-01-03,2020-02-17,f,f,7,0.24,Castro/Upper Market
33405043,A+ Studio Hotel Style Suite-Heart of Union Square,70722023,Michael,2016-05-06,t,Union Square,94108,37.78998,-122.40794,t,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Cable TV', 'Air conditioning', 'Paid parking off premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Building staff', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Luggage dropoff allowed', 'Paid parking on premises']",65.0,2,7,0,0,0,0,10,2019-04-10,2020-02-06,t,f,55,0.7,Tenderloin
708731,Private Entry to Private Bed/Bath w Garden Outside,3645596,Karen,2012-09-22,t,Western Addition/NOPA,94115,37.78163,-122.43818999999999,t,Guest suite,Private room,2,1.0,1.0,3.0,"['Wifi', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Host greets you', 'Paid parking on premises', 'Shower gel']",15.0,3,21,0,0,0,250,264,2013-03-21,2020-02-26,f,f,1,3.0,Western Addition
10929061,Large Mod Bedroom in Classic SF Edwardian Home,56658434,Cheryl,2016-01-29,t,Richmond District,94118,37.77771,-122.47169,t,House,Private room,2,0.5,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",50.0,4,30,28,41,71,153,77,2016-05-20,2020-01-14,t,f,3,1.56,Richmond District
3081560,"Spacious, modern, Victorian Suite",15680647,Amy,2014-05-18,t,Mission District,94110,37.75394,-122.42226000000001,t,House,Private room,2,1.0,1.0,1.0,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private living room', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Host greets you']",50.0,2,120,30,60,90,361,201,2014-10-10,2020-03-09,f,f,1,2.91,Mission
26832092,Roomy and well located Mission Dolores apartment,1889323,Nick,2012-03-09,t,Mission District,94110,37.76269,-122.42371999999999,t,Condominium,Entire home/apt,8,2.0,4.0,6.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Breakfast', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Other']",100.0,2,30,29,59,89,200,7,2018-09-03,2019-11-22,f,f,2,0.33,Mission
11183089,★ 1 BR ★ Downtown San Francisco,26482762,ResortShare1,2015-01-21,f,Downtown,94109,37.78898,-122.41278,t,Guest suite,Entire home/apt,4,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Bathtub', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises', 'Shower gel', 'Trash can']",99.0,2,1125,6,22,52,322,79,2016-03-23,2020-03-06,t,f,15,1.54,South of Market
34746922,Sonder | Capp Apartments | Modern 1BR + Terrace,219930816,Sonder (San Francisco),2018-10-10,f,Mission District,94110,37.75581,-122.41881000000001,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",139.0,30,1125,30,60,90,207,1,2020-02-16,2020-02-16,t,f,102,0.26,Mission
36456649,Spacious condo (kid friendly),4838788,Israel,2013-01-25,f,Mission District,94110,37.7562,-122.41716000000001,t,Condominium,Entire home/apt,5,1.0,2.0,3.0,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Outlet covers', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",150.0,3,18,0,0,0,0,6,2019-10-19,2020-02-22,f,f,1,0.77,Mission
