track,artist,danceability,energy,valence,tempo,previously_heard,liked
Party,Chris Brown Featuring Usher & Gucci Mane,0.762,0.5760000000000001,0.316,142.096,Haven't Heard,Like
Nobody Love,Tori Kelly,0.753,0.7090000000000001,0.5720000000000001,99.96600000000001,Heard,Like
On My Level,Wiz Khalifa Featuring Too $hort,0.72,0.514,0.212,142.98,Heard,Dislike
Wildest Dreams,Taylor Swift,0.5529999999999999,0.664,0.467,140.06,Heard,Dislike
Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,0.835,0.7240000000000001,0.9640000000000001,119.037,Haven't Heard,Like
Middle,DJ Snake Featuring Bipolar Sunshine,0.583,0.695,0.22399999999999998,104.87899999999999,Haven't Heard,Dislike
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,0.586,0.525,0.491,126.51,Heard,Dislike
Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,0.897,0.642,0.29100000000000004,127.984,Haven't Heard,Like
Into You,Ariana Grande,0.59,0.871,0.23399999999999999,109.869,Heard,Like
DNA,BTS,0.598,0.775,0.687,129.819,Haven't Heard,Dislike
A Little More Country Than That,Easton Corbin,0.64,0.6,0.593,84.969,Haven't Heard,Like
Acapella,Karmin,0.667,0.619,0.4270000000000001,169.865,Haven't Heard,Dislike
I Want You To Know,Zedd Featuring Selena Gomez,0.58,0.846,0.366,129.998,Haven't Heard,Like
Dusk Till Dawn,Zayn Featuring Sia,0.258,0.4370000000000001,0.0967,180.043,Haven't Heard,Like
If I Told You,Darius Rucker,0.517,0.636,0.318,83.959,Heard,Like
What They Want,Russ,0.71,0.40399999999999997,0.39799999999999996,139.553,Haven't Heard,Like
TIC TOC,6ix9ine Featuring Lil Baby,0.82,0.691,0.6829999999999999,142.02700000000004,Heard,Like
Eight Second Ride,Jake Owen,0.645,0.843,0.534,92.35700000000001,Haven't Heard,Like
Silence,Marshmello Featuring Khalid,0.52,0.7609999999999999,0.28600000000000003,141.971,Haven't Heard,Dislike
Gangsta Luv,Snoop Dogg Featuring The-Dream,0.59,0.735,0.39799999999999996,102.07600000000001,Haven't Heard,Like
If I Lose Myself,OneRepublic,0.523,0.782,0.16399999999999998,125.99799999999999,Heard,Like
1985 (Intro To The Fall Off),J. Cole,0.6779999999999999,0.648,0.635,94.336,Heard,Like
Walking On A Dream,Empire Of The Sun,0.871,0.701,0.716,126.975,Haven't Heard,Dislike
Bad Guy,Billie Eilish,0.701,0.425,0.562,135.128,Heard,Dislike
Oh Santa!,Mariah Carey,0.6579999999999999,0.9159999999999999,0.522,78.472,Haven't Heard,Like
All I Want For Christmas Is You,Mariah Carey,0.335,0.625,0.34600000000000003,150.27700000000004,Haven't Heard,Like
False Alarm,The Weeknd,0.518,0.6759999999999999,0.19699999999999998,173.998,Heard,Like
Don't Think They Know,Chris Brown Featuring Aaliyah,0.479,0.606,0.626,88.573,Haven't Heard,Dislike
Burn It Down,Linkin Park,0.585,0.972,0.585,110.006,Heard,Like
Feel Like A Rock Star,Kenny Chesney & Tim McGraw,0.475,0.8959999999999999,0.868,169.99900000000005,Haven't Heard,Dislike
Kids,OneRepublic,0.596,0.732,0.228,99.98,Haven't Heard,Like
Leave The Night On,Sam Hunt,0.514,0.951,0.838,171.96,Heard,Like
Til My Last Day,Justin Moore,0.5770000000000001,0.7609999999999999,0.599,104.991,Haven't Heard,Like
Undrunk,FLETCHER,0.613,0.579,0.551,91.863,Haven't Heard,Like
How I Feel,Flo Rida,0.637,0.955,0.613,127.985,Heard,Like
Saved,Ty Dolla $ign Featuring E-40,0.77,0.69,0.732,103.035,Haven't Heard,Like
Come Over,Kenny Chesney,0.466,0.7040000000000001,0.48100000000000004,176.043,Haven't Heard,Like
Nasty Freestyle,T-Wayne,0.779,0.47200000000000003,0.41200000000000003,135.05100000000002,Haven't Heard,Like
We Still In This B****,B.o.B Featuring T.I. & Juicy J,0.691,0.7929999999999999,0.39799999999999996,140.011,Haven't Heard,Like
Say A',A Boogie Wit da Hoodie,0.831,0.8140000000000001,0.846,161.041,Haven't Heard,Dislike
Shake Senora,Pitbull Featuring T-Pain & Sean Paul,0.685,0.9440000000000001,0.5429999999999999,128.013,Heard,Like
Someday,Rob Thomas,0.573,0.905,0.6829999999999999,135.94299999999998,Haven't Heard,Dislike
Youngblood,5 Seconds Of Summer,0.596,0.8540000000000001,0.152,120.274,Haven't Heard,Dislike
G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,0.6729999999999999,0.84,0.39799999999999996,123.07700000000001,Haven't Heard,Like
Good For You,Selena Gomez Featuring A$AP Rocky,0.607,0.6729999999999999,0.215,88.95200000000001,Haven't Heard,Like
Counting Stars,OneRepublic,0.664,0.705,0.47700000000000004,122.01700000000001,Haven't Heard,Dislike
What Makes You Country,Luke Bryan,0.515,0.948,0.752,159.983,Haven't Heard,Dislike
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,0.785,0.5720000000000001,0.49,100.016,Haven't Heard,Like
Do The John Wall,Troop 41,0.66,0.925,0.5760000000000001,81.041,Haven't Heard,Dislike
Give Me Back My Hometown,Eric Church,0.621,0.6759999999999999,0.48200000000000004,104.008,Heard,Dislike
Not For Long,B.o.B Featuring Trey Songz,0.8370000000000001,0.662,0.679,100.054,Heard,Like
Sweet But Psycho,Ava Max,0.7190000000000001,0.7040000000000001,0.628,133.002,Haven't Heard,Like
A Little Too Much,Shawn Mendes,0.5529999999999999,0.507,0.57,83.09299999999998,Haven't Heard,Dislike
You Be Killin Em,Fabolous,0.639,0.9159999999999999,0.511,93.939,Haven't Heard,Like
Rerun,Quavo Featuring Travis Scott,0.684,0.7909999999999999,0.529,153.99200000000005,Haven't Heard,Like
Criminal,Britney Spears,0.696,0.7340000000000001,0.711,107.98700000000001,Haven't Heard,Like
Oh Love,Green Day,0.4270000000000001,0.773,0.695,171.80599999999995,Haven't Heard,Dislike
Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,0.47700000000000004,0.917,0.271,160.04399999999995,Haven't Heard,Like
Drop It Low,Ester Dean Featuring Chris Brown,0.723,0.7140000000000001,0.386,88.04700000000004,Haven't Heard,Dislike
Pills N Potions,Nicki Minaj,0.391,0.604,0.168,169.658,Haven't Heard,Like
You're Welcome,Dwayne Johnson,0.7879999999999999,0.745,0.672,135.278,Haven't Heard,Like
Have Yourself A Merry Little Christmas,Sam Smith,0.43799999999999994,0.17800000000000002,0.344,75.248,Heard,Like
Bad Bad Bad,Young Thug Featuring Lil Baby,0.9740000000000001,0.596,0.892,111.959,Haven't Heard,Like
"John Cougar, John Deere, John 3:16",Keith Urban,0.6940000000000001,0.779,0.594,84.975,Haven't Heard,Like
Talking Body,Tove Lo,0.736,0.7609999999999999,0.114,119.999,Haven't Heard,Dislike
Rollin,Calvin Harris Featuring Future & Khalid,0.754,0.762,0.6729999999999999,92.00200000000001,Haven't Heard,Like
Thinking Out Loud,Ed Sheeran,0.7809999999999999,0.445,0.591,78.998,Haven't Heard,Dislike
"Honey, I'm Good.",Andy Grammer,0.752,0.775,0.595,122.014,Haven't Heard,Dislike
My Boo,Ghost Town DJ's,0.909,0.44799999999999995,0.878,130.094,Haven't Heard,Dislike
Classic Man,Jidenna Featuring Roman GianArthur,0.79,0.585,0.585,94.072,Heard,Like
I Hit It First,Ray J Featuring Bobby Brackins,0.647,0.7020000000000001,0.508,97.97200000000001,Heard,Like
Give Your Heart A Break,Demi Lovato,0.6509999999999999,0.695,0.569,123.008,Haven't Heard,Dislike
Pretty Boy Swag,Soulja Boy Tell'em,0.8370000000000001,0.42,0.14300000000000002,123.15700000000001,Heard,Like
Pretty Girl Rock,Keri Hilson,0.6659999999999999,0.87,0.9,160.014,Haven't Heard,Dislike
Little Red Corvette,Prince,0.738,0.665,0.647,122.54799999999999,Haven't Heard,Like
All Over The Road,Easton Corbin,0.491,0.841,0.721,199.851,Haven't Heard,Like
Small Town Boy,Dustin Lynch,0.5539999999999999,0.743,0.6729999999999999,72.997,Haven't Heard,Like
Put You In A Song,Keith Urban,0.621,0.78,0.8220000000000001,134.02200000000002,Haven't Heard,Dislike
Back To Back,Drake,0.893,0.48,0.382,86.976,Haven't Heard,Like
Never Forget You,Zara Larsson & MNEK,0.583,0.732,0.276,145.99200000000005,Heard,Like
444+222,Lil Uzi Vert,0.7909999999999999,0.513,0.48100000000000004,76.997,Heard,Like
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,0.892,0.527,0.485,136.029,Heard,Like
Tomorrow,Chris Young,0.441,0.644,0.349,141.733,Heard,Like
Break Free,Ariana Grande Featuring Zedd,0.626,0.769,0.255,130.04399999999998,Heard,Like
Cheyenne,Jason Derulo,0.5539999999999999,0.768,0.324,99.679,Haven't Heard,Dislike
I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,0.67,0.9390000000000001,0.264,127.946,Haven't Heard,Dislike
Still Got Time,Zayn Featuring PARTYNEXTDOOR,0.748,0.627,0.524,120.963,Haven't Heard,Like
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,0.473,0.893,0.799,152.261,Haven't Heard,Dislike
Not Myself Tonight,Christina Aguilera,0.757,0.812,0.542,120.015,Heard,Like
Good Girl,Dustin Lynch,0.711,0.696,0.6940000000000001,80.512,Heard,Like
Shaky Shaky,Daddy Yankee,0.9,0.628,0.863,88.009,Heard,Like
Take It From Me,Jordan Davis,0.5920000000000001,0.8909999999999999,0.674,99.98299999999999,Heard,Like
Body Like A Back Road,Sam Hunt,0.732,0.45799999999999996,0.6609999999999999,98.93799999999999,Haven't Heard,Like
Forever Country,"Artists Of Then, Now & Forever",0.201,0.684,0.131,90.05799999999998,Haven't Heard,Like
Skyscraper,Demi Lovato,0.5770000000000001,0.441,0.201,103.844,Heard,Dislike
Wish You Were Gay,Billie Eilish,0.853,0.35100000000000003,0.282,118.02799999999999,Heard,Like
Superheroes,The Script,0.491,0.885,0.6409999999999999,166.99200000000005,Heard,Like
Drinking Class,Lee Brice,0.6629999999999999,0.53,0.26899999999999996,109.00299999999999,Haven't Heard,Dislike
Level Up,Ciara,0.746,0.825,0.584,152.914,Heard,Like
Best Love Song,T-Pain Featuring Chris Brown,0.583,0.7120000000000001,0.69,159.901,Haven't Heard,Dislike
Midnight Memories,One Direction,0.4320000000000001,0.868,0.5670000000000001,156.128,Haven't Heard,Like
Nevermind,Dennis Lloyd,0.6,0.688,0.0793,99.977,Haven't Heard,Like
Rich & Sad,Post Malone,0.599,0.5710000000000001,0.285,151.974,Heard,Like
Start Wit Me,Roddy Ricch & Gunna,0.8859999999999999,0.479,0.408,130.029,Heard,Like
Thinking About You,Calvin Harris Featuring Ayah Marar,0.725,0.8740000000000001,0.748,127.985,Haven't Heard,Dislike
One Call Away,Charlie Puth,0.667,0.613,0.47,91.024,Heard,Like
Commas,Future,0.8740000000000001,0.568,0.46,139.995,Heard,Like
Jumpman,Drake & Future,0.852,0.5529999999999999,0.6559999999999999,142.072,Haven't Heard,Like
Hello World,Lady Antebellum,0.4270000000000001,0.531,0.145,111.079,Haven't Heard,Dislike
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,0.9259999999999999,0.336,0.38,92.995,Heard,Like
Same Bitches,Post Malone Featuring G-Eazy & YG,0.731,0.774,0.21899999999999997,100.005,Haven't Heard,Like
This Is Me,Keala Settle & The Greatest Showman Ensemble,0.284,0.7040000000000001,0.1,191.702,Heard,Like
Like It's Christmas,Jonas Brothers,0.725,0.5710000000000001,0.61,146.035,Haven't Heard,Like
Little Talks,Of Monsters And Men,0.446,0.757,0.42100000000000004,102.88,Haven't Heard,Dislike
Privacy,Chris Brown,0.741,0.58,0.428,97.09200000000001,Haven't Heard,Like
Shameless,Camila Cabello,0.377,0.6509999999999999,0.0851,129.69799999999998,Haven't Heard,Like
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,0.6990000000000001,0.304,0.271,119.705,Haven't Heard,Dislike
A Guy Walks Into A Bar,Tyler Farr,0.428,0.78,0.431,147.986,Heard,Like
Go Your Own Way,Glee Cast,0.56,0.867,0.594,136.237,Heard,Like
The Matrimony,Wale Featuring Usher,0.41600000000000004,0.7120000000000001,0.581,78.015,Haven't Heard,Dislike
Burnin' It Down,Jason Aldean,0.6809999999999999,0.795,0.64,135.939,Haven't Heard,Like
Ain't It Fun,Paramore,0.61,0.893,0.6729999999999999,104.031,Haven't Heard,Like
Smooth,Florida Georgia Line,0.47700000000000004,0.848,0.33,161.014,Haven't Heard,Like
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,0.8029999999999999,0.585,0.593,105.01700000000001,Haven't Heard,Dislike
Traveller,Chris Stapleton,0.5429999999999999,0.75,0.758,88.10700000000001,Heard,Like
Te Robare,Nicky Jam X Ozuna,0.6729999999999999,0.752,0.797,175.997,Haven't Heard,Like
Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,0.8590000000000001,0.627,0.594,142.062,Heard,Like
Leave Me Alone,Flipp Dinero,0.792,0.743,0.742,150.024,Haven't Heard,Dislike
Southbound,Carrie Underwood,0.614,0.884,0.721,100.531,Haven't Heard,Dislike
Bed,Nicki Minaj Featuring Ariana Grande,0.757,0.73,0.451,90.01299999999998,Haven't Heard,Dislike
BOP,DaBaby,0.769,0.787,0.836,126.77,Heard,Like
No Stylist,French Montana Featuring Drake,0.765,0.7040000000000001,0.498,147.055,Heard,Dislike
Country Girl (Shake It For Me),Luke Bryan,0.645,0.904,0.6709999999999999,105.97,Heard,Like
Go Flex,Post Malone,0.665,0.498,0.127,81.96700000000001,Haven't Heard,Like
State Of Grace,Taylor Swift,0.588,0.825,0.397,129.968,Heard,Like
I Love You,Billie Eilish,0.42100000000000004,0.131,0.12,137.446,Heard,Like
Imma Be,The Black Eyed Peas,0.597,0.517,0.41200000000000003,92.035,Haven't Heard,Dislike
Hello Friday,Flo Rida Featuring Jason Derulo,0.768,0.8809999999999999,0.502,99.98,Haven't Heard,Dislike
Drink In My Hand,Eric Church,0.626,0.9129999999999999,0.946,113.044,Heard,Dislike
Wu-Tang Forever,Drake,0.8320000000000001,0.4270000000000001,0.369,99.935,Haven't Heard,Dislike
Unbroken,Demi Lovato,0.5589999999999999,0.722,0.38299999999999995,124.92299999999999,Heard,Like
S&M,Rihanna Featuring Britney Spears,0.7659999999999999,0.682,0.833,127.96600000000001,Haven't Heard,Like
Cold Water,Major Lazer Featuring Justin Bieber & MO,0.608,0.7979999999999999,0.501,92.943,Heard,Like
Make You Miss Me,Sam Hunt,0.614,0.47200000000000003,0.168,146.005,Haven't Heard,Like
Budapest,George Ezra,0.7170000000000001,0.455,0.389,127.81,Heard,Dislike
Swimming Pools (Drank),Kendrick Lamar,0.5770000000000001,0.447,0.18899999999999997,74.236,Haven't Heard,Like
Ric Flair Drip,Offset & Metro Boomin,0.88,0.428,0.33299999999999996,100.007,Haven't Heard,Like
Uprising,Muse,0.602,0.905,0.41100000000000003,128.019,Haven't Heard,Like
Paparazzi,Lady Gaga,0.762,0.6920000000000001,0.397,114.906,Haven't Heard,Dislike
Senorita,Shawn Mendes & Camila Cabello,0.759,0.54,0.75,116.947,Haven't Heard,Dislike
Dance Like We're Making Love,Ciara,0.721,0.541,0.263,96.046,Haven't Heard,Like
One Minute,XXXTENTACION Featuring Kanye West & Travis Barker,0.568,0.636,0.879,113.49700000000001,Haven't Heard,Dislike
Love So Soft,Kelly Clarkson,0.8079999999999999,0.581,0.758,130.012,Haven't Heard,Like
Lil Freak,Usher Featuring Nicki Minaj,0.8340000000000001,0.628,0.7659999999999999,139.958,Heard,Like
Fake Love,Drake,0.9279999999999999,0.48100000000000004,0.613,134.007,Heard,Dislike
Enemies,Post Malone Featuring DaBaby,0.542,0.674,0.667,76.388,Haven't Heard,Like
Get It Together,Drake Featuring Jorja Smith & Black Coffee,0.7809999999999999,0.721,0.8490000000000001,123.01100000000001,Heard,Dislike
The A Team,Ed Sheeran,0.642,0.289,0.40700000000000003,84.99600000000002,Heard,Like
We'll Be Fine,Drake Featuring Birdman,0.386,0.488,0.217,193.39700000000002,Heard,Like
Something In The Water,Carrie Underwood,0.451,0.893,0.0971,139.763,Haven't Heard,Dislike
Throw That,Slaughterhouse Featuring Eminem,0.8320000000000001,0.6829999999999999,0.39899999999999997,149.974,Haven't Heard,Like
Pillowtalk,Zayn,0.584,0.7,0.43799999999999994,124.944,Haven't Heard,Dislike
R.E.M,Ariana Grande,0.705,0.5539999999999999,0.611,80.042,Haven't Heard,Like
Take Me Home,Cash Cash Featuring Bebe Rexha,0.5710000000000001,0.903,0.47700000000000004,127.95100000000001,Heard,Like
Pure Water,Mustard & Migos,0.682,0.5589999999999999,0.13699999999999998,202.015,Haven't Heard,Dislike
Candy,Doja Cat,0.6890000000000001,0.516,0.209,124.876,Haven't Heard,Dislike
Tunnel Vision,Kodak Black,0.4970000000000001,0.489,0.231,171.85299999999995,Haven't Heard,Like
Bridge Over Troubled Water,Tessanne Chin,0.32,0.314,0.3720000000000001,81.351,Haven't Heard,Like
Radio,Darius Rucker,0.72,0.848,0.965,92.999,Haven't Heard,Like
Party On Fifth Ave.,Mac Miller,0.594,0.823,0.6629999999999999,97.101,Heard,Like
We Found Love,Rihanna Featuring Calvin Harris,0.7340000000000001,0.7659999999999999,0.6,127.986,Heard,Dislike
Walking,Mary Mary,0.759,0.546,0.584,100.085,Heard,Dislike
Danza Kuduro,Don Omar & Lucenzo,0.4,0.915,0.878,88.917,Haven't Heard,Like
I Met A Girl,William Michael Morgan,0.512,0.545,0.34600000000000003,83.94,Haven't Heard,Dislike
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,0.764,0.5870000000000001,0.494,89.98,Haven't Heard,Like
Kooda,6ix9ine,0.885,0.6409999999999999,0.201,91.167,Haven't Heard,Like
Teenage Dream,Glee Cast,0.493,0.36200000000000004,0.65,129.739,Heard,Like
Lose You To Love Me,Selena Gomez,0.505,0.34,0.0916,101.993,Heard,Like
Out The Mud,Lil Baby Featuring Future,0.746,0.4970000000000001,0.25,160.05100000000004,Haven't Heard,Like
I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,0.4920000000000001,0.698,0.28800000000000003,139.953,Haven't Heard,Like
Drank In My Cup,Kirko Bangz,0.451,0.632,0.23399999999999999,132.89,Haven't Heard,Dislike
Roger That,Young Money,0.48200000000000004,0.627,0.293,157.58,Haven't Heard,Dislike
Stuck Like Glue,Sugarland,0.7020000000000001,0.795,0.836,83.961,Heard,Like
Hold It Against Me,Britney Spears,0.648,0.722,0.389,132.97299999999998,Haven't Heard,Like
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",0.541,0.46799999999999997,0.69,95.266,Haven't Heard,Like
Simple Man,Sawyer Fredericks,0.585,0.7120000000000001,0.171,114.009,Haven't Heard,Like
Ready To Love Again,Lady Antebellum,0.555,0.638,0.185,102.676,Heard,Like
Ring,Cardi B Featuring Kehlani,0.767,0.5429999999999999,0.485,106.029,Haven't Heard,Dislike
Red Light,David Nail,0.387,0.804,0.428,163.85299999999995,Haven't Heard,Like
Drip Too Hard,Lil Baby & Gunna,0.897,0.662,0.389,112.51100000000001,Haven't Heard,Dislike
Take A Little Ride,Jason Aldean,0.47200000000000003,0.866,0.775,163.86700000000005,Haven't Heard,Dislike
Just A Dream,Nelly,0.531,0.752,0.10300000000000001,89.917,Heard,Dislike
When The Party's Over,Billie Eilish,0.3670000000000001,0.111,0.198,82.64200000000002,Haven't Heard,Like
I Can't Love You Back,Easton Corbin,0.565,0.449,0.11900000000000001,134.039,Haven't Heard,Like
Truck Yeah,Tim McGraw,0.608,0.9309999999999999,0.768,97.973,Heard,Like
Felices Los 4,Maluma,0.7659999999999999,0.7559999999999999,0.716,94.027,Heard,Like
Brighter Than The Sun,Colbie Caillat,0.629,0.7929999999999999,0.5870000000000001,95.98299999999999,Haven't Heard,Like
Chained To The Rhythm,Katy Perry Featuring Skip Marley,0.446,0.8,0.474,189.89,Haven't Heard,Dislike
Here,Alessia Cara,0.376,0.821,0.331,120.462,Heard,Like
Show Yourself,Idina Menzel & Evan Rachel Wood,0.321,0.429,0.174,123.421,Haven't Heard,Like
Sad!,XXXTENTACION,0.74,0.613,0.473,75.023,Heard,Dislike
Dancing With A Stranger,Sam Smith & Normani,0.741,0.52,0.34700000000000003,102.99799999999999,Haven't Heard,Like
Every Storm (Runs Out Of Rain),Gary Allan,0.526,0.693,0.363,107.012,Heard,Dislike
Young And Beautiful,Lana Del Rey,0.324,0.41600000000000004,0.151,113.986,Haven't Heard,Like
Wolves,Selena Gomez X Marshmello,0.7240000000000001,0.804,0.306,124.98700000000001,Haven't Heard,Like
La Isla Bonita,Glee Cast Featuring Ricky Martin,0.6940000000000001,0.726,0.33899999999999997,113.022,Haven't Heard,Like
Money In The Grave,Drake Featuring Rick Ross,0.831,0.502,0.10099999999999999,100.541,Haven't Heard,Like
Nobody's Perfect,J. Cole Featuring Missy Elliott,0.7929999999999999,0.498,0.4270000000000001,119.988,Haven't Heard,Like
Natural,Imagine Dragons,0.7040000000000001,0.611,0.22,100.0,Heard,Like
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,0.601,0.794,0.244,114.066,Haven't Heard,Like
Perfect Illusion,Lady Gaga,0.613,0.857,0.664,124.98700000000001,Haven't Heard,Dislike
If The Boot Fits,Granger Smith,0.528,0.9279999999999999,0.885,162.069,Haven't Heard,Like
Down In The DM,Yo Gotti Featuring Nicki Minaj,0.7759999999999999,0.662,0.324,152.92700000000005,Haven't Heard,Like
#SELFIE,The Chainsmokers,0.789,0.915,0.66,127.955,Heard,Like
Ridin' Roads,Dustin Lynch,0.547,0.8170000000000001,0.5920000000000001,142.118,Haven't Heard,Like
Lights Up,Harry Styles,0.575,0.621,0.27,101.98700000000001,Heard,Like
BEST ON EARTH,Russ & BIA,0.568,0.764,0.625,179.985,Heard,Like
Fall For Your Type,Jamie Foxx Featuring Drake,0.593,0.39299999999999996,0.193,136.866,Haven't Heard,Like
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,0.574,0.758,0.4920000000000001,144.111,Heard,Like
No Roots,Alice Merton,0.863,0.657,0.8290000000000001,115.958,Haven't Heard,Like
Pride.,Kendrick Lamar,0.665,0.535,0.37,138.842,Haven't Heard,Like
Get Your Shine On,Florida Georgia Line,0.4970000000000001,0.927,0.607,96.991,Heard,Like
Eyes On You,Chase Rice,0.606,0.652,0.47600000000000003,97.155,Haven't Heard,Like
Right By My Side,Nicki Minaj Featuring Chris Brown,0.569,0.858,0.495,161.921,Haven't Heard,Dislike
We Went,Randy Houser,0.6459999999999999,0.882,0.544,101.99700000000001,Haven't Heard,Like
"Baby, It's Cold Outside",Glee Cast,0.52,0.271,0.509,110.789,Haven't Heard,Dislike
Sorry For Party Rocking,LMFAO,0.6,0.877,0.55,133.998,Haven't Heard,Dislike
Strip It Down,Luke Bryan,0.631,0.875,0.705,137.961,Heard,Like
I Smile,Kirk Franklin,0.745,0.753,0.589,144.05700000000004,Heard,Like
When A Woman Loves,R. Kelly,0.32799999999999996,0.447,0.40399999999999997,180.33599999999998,Haven't Heard,Like
Thinkin Bout You,Frank Ocean,0.721,0.33899999999999997,0.2,129.83,Heard,Dislike
Ilomilo,Billie Eilish,0.855,0.423,0.5720000000000001,120.02,Heard,Dislike
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,0.5429999999999999,0.81,0.395,76.97800000000002,Haven't Heard,Like
Do I,Luke Bryan,0.581,0.691,0.299,137.985,Heard,Like
Find Your Love,Drake,0.627,0.614,0.758,96.038,Haven't Heard,Dislike
Break,Three Days Grace,0.578,0.897,0.737,115.491,Heard,Like
She Ain't You,Chris Brown,0.634,0.716,0.619,91.039,Haven't Heard,Like
Cash Shit,Megan Thee Stallion Featuring DaBaby,0.9209999999999999,0.635,0.5489999999999999,130.028,Haven't Heard,Dislike
Mad Stalkers,"21 Savage, Offset & Metro Boomin",0.9,0.365,0.136,135.003,Haven't Heard,Dislike
Anything Like Me,Brad Paisley,0.545,0.522,0.446,164.86900000000003,Haven't Heard,Dislike
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,0.723,0.777,0.961,91.01700000000001,Heard,Dislike
Sure Be Cool If You Did,Blake Shelton,0.5760000000000001,0.726,0.5820000000000001,136.80200000000002,Heard,Like
OKRA,"Tyler, The Creator",0.589,0.57,0.441,136.203,Haven't Heard,Like
Pour It Up,Rihanna,0.785,0.478,0.39,134.002,Haven't Heard,Like
Right Back,Khalid Featuring A Boogie Wit da Hoodie,0.7859999999999999,0.428,0.556,97.001,Haven't Heard,Dislike
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,0.9309999999999999,0.387,0.376,125.978,Heard,Like
Please Don't Go,Mike Posner,0.6990000000000001,0.882,0.657,120.016,Haven't Heard,Like
I Was Never There,The Weeknd Featuring Gesaffelstein,0.32299999999999995,0.737,0.155,113.26,Haven't Heard,Dislike
whoa (mind in awe),XXXTENTACION,0.735,0.525,0.369,160.14700000000005,Haven't Heard,Like
One Last Time,Ariana Grande,0.628,0.593,0.10400000000000001,125.02600000000001,Haven't Heard,Dislike
44 More,Logic,0.8240000000000001,0.584,0.21899999999999997,139.965,Haven't Heard,Dislike
"1, 2 Many",Luke Combs & Brooks & Dunn,0.54,0.821,0.685,148.791,Heard,Like
Jungle,Jamie N Commons & X Ambassadors,0.389,0.748,0.21600000000000005,78.056,Haven't Heard,Dislike
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",0.948,0.623,0.856,135.97899999999998,Haven't Heard,Dislike
Whatever It Takes,Imagine Dragons,0.672,0.655,0.556,134.945,Haven't Heard,Dislike
Calma,Pedro Capo X Farruko,0.826,0.773,0.7609999999999999,126.899,Heard,Like
Tennessee Whiskey,Chris Stapleton,0.392,0.37,0.512,48.718,Haven't Heard,Like
Goodbye In Her Eyes,Zac Brown Band,0.4,0.5579999999999999,0.376,81.271,Heard,Like
See You Tonight,Scotty McCreery,0.4970000000000001,0.816,0.512,169.96599999999995,Haven't Heard,Like
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",0.525,0.6809999999999999,0.4370000000000001,151.875,Haven't Heard,Dislike
Ballin',Mustard Featuring Roddy Ricch,0.809,0.545,0.244,97.008,Haven't Heard,Like
Here With Me,Marshmello Featuring CHVRCHES,0.7909999999999999,0.565,0.18100000000000002,99.961,Haven't Heard,Like
Scream,Usher,0.616,0.862,0.569,127.992,Haven't Heard,Dislike
Scared To Be Lonely,Martin Garrix & Dua Lipa,0.584,0.54,0.195,137.972,Haven't Heard,Dislike
Compass,Lady Antebellum,0.56,0.77,0.521,100.01299999999999,Heard,Like
All Dat,Moneybagg Yo X Megan Thee Stallon,0.79,0.773,0.39399999999999996,120.111,Haven't Heard,Like
Everyday We Lit,YFN Lucci Featuring PnB Rock,0.758,0.6459999999999999,0.589,155.955,Haven't Heard,Dislike
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",0.883,0.525,0.312,99.978,Haven't Heard,Like
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,0.612,0.601,0.525,147.018,Heard,Like
What The Hell,Avril Lavigne,0.578,0.9259999999999999,0.877,149.976,Haven't Heard,Like
The Champ,Nelly,0.5479999999999999,0.883,0.7959999999999999,167.998,Haven't Heard,Dislike
Pass Out,Quavo Featuring 21 Savage,0.917,0.7859999999999999,0.441,143.03799999999995,Heard,Like
My Homies Still,Lil Wayne Featuring Big Sean,0.7490000000000001,0.643,0.47200000000000003,74.99600000000002,Heard,Like
Hope,XXXTENTACION,0.5920000000000001,0.457,0.225,146.04,Haven't Heard,Dislike
